Product,ActionSet,Action,Action_Describe,Action_Link
SAS Visual Data Mining and Machine Learning,sampling,oversample,Samples a user-specified proportion of data from the event level and adjusts the ratio between rare events and non-rare events to a user-specified ratio,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-oversample.htm&locale=en
SAS Visual Data Mining and Machine Learning,sampling,srs,Samples a proportion of data from the input table or partitions the data into no more than three portions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-srs.htm&locale=en
SAS Visual Data Mining and Machine Learning,sampling,stratified,Samples a proportion of data or partitions the data into no more than three portions within each stratum,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-stratified.htm&locale=en
SAS Visual Data Mining and Machine Learning,sparkEmbeddedProcess,startSparkEP,Starts the SAS Embedded Process for Spark continuous session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sparkembeddedprocess-startsparkep.htm&locale=en
SAS Visual Data Mining and Machine Learning,sparkEmbeddedProcess,stopSparkEP,Stops the SAS Embedded Process for Spark continuous session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sparkembeddedprocess-stopsparkep.htm&locale=en
SAS Visual Data Mining and Machine Learning,search,appendIndex,Loads data to an index after the buildIndex action is performed,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-appendindex.htm&locale=en
SAS Visual Data Mining and Machine Learning,search,buildIndex,Creates an empty index using a schema (the first step of Search),http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-buildindex.htm&locale=en
SAS Visual Data Mining and Machine Learning,search,deleteDocuments,Deletes a portion of documents from an index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-deletedocuments.htm&locale=en
SAS Visual Data Mining and Machine Learning,search,getSchema,Gets the schema of an index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-getschema.htm&locale=en
SAS Visual Data Mining and Machine Learning,search,searchAggregate,Aggregates certain fields in a table that is usually generated by searchIndex,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-searchaggregate.htm&locale=en
SAS Visual Data Mining and Machine Learning,search,searchIndex,"Searches for a query against an index and retrieves records, documents, and tuples that are relevant to that query",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-searchindex.htm&locale=en
SAS Visual Data Mining and Machine Learning,search,valueCount,Performs a value count for multiple fields,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-valuecount.htm&locale=en
SAS Visual Data Mining and Machine Learning,sentimentAnalysis,applySent,"Computes the document level sentiment polarity (positive, negative, neutral) and sentiment score for the input textual data",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sentimentanalysis-applysent.htm&locale=en
SAS Visual Data Mining and Machine Learning,sequence,pathing,Perform pathing analysis,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sequence-pathing.htm&locale=en
SAS Visual Data Mining and Machine Learning,configuration,getServOpt,displays the value of a server option,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-configuration-getservopt.htm&locale=en
SAS Visual Data Mining and Machine Learning,configuration,listServOpts,Displays the server options and server values,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-configuration-listservopts.htm&locale=en
SAS Visual Data Mining and Machine Learning,configuration,setServOpt,sets a server option,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-configuration-setservopt.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,actionstatus,Get action status for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-actionstatus.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,addNodeStatus,Lists details about machines currently being added to the server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-addnodestatus.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,batchresults,Change current action to batch results,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-batchresults.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,endSession,Ends the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-endsession.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,fetchresult,Fetch the specified saved result for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-fetchresult.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,flushresult,Flush the saved result for this session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-flushresult.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,listSessions,Displays a list of the sessions on the server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-listsessions.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,listactionq,Lists the queued actions for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-listactionq.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,listresults,Lists the saved results for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-listresults.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,metrics,Displays the metrics for each action after it executes,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-metrics.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,sessionId,Displays the name and UUID of the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-sessionid.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,sessionName,Changes the name of the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-sessionname.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,sessionStatus,Displays the status of the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-sessionstatus.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,setLocale,Changes the locale for the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-setlocale.htm&locale=en
SAS Visual Data Mining and Machine Learning,session,timeout,Changes the time-out for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-timeout.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,addFmtLib,Adds a format library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-addfmtlib.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,addFormat,Adds a format to a format library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-addformat.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,combineFmtLibs,Combine a list of format libraries into a single format library.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-combinefmtlibs.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,deleteFormat,Deletes a format from a format library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-deleteformat.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,dropFmtLib,Drops a format library from global scope for all sessions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-dropfmtlib.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,getSessOpt,Displays the value of a session option,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-getsessopt.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,listFmtLibs,Lists the format libraries that are associated with the session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listfmtlibs.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,listFmtRanges,Displays the range information for a format,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listfmtranges.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,listFmtSearch,Shows the format library search order,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listfmtsearch.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,listFmtValues,Shows the values for a format,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listfmtvalues.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,listSessOpts,Displays the session options and session values,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listsessopts.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,promoteFmtLib,Promotes a format library to global scope for all sessions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-promotefmtlib.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,saveFmtLib,Saves a format library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-savefmtlib.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,setFmtSearch,Sets the format libraries to search,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-setfmtsearch.htm&locale=en
SAS Visual Data Mining and Machine Learning,sessionProp,setSessOpt,Sets a session option,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-setsessopt.htm&locale=en
SAS Visual Data Mining and Machine Learning,simple,compare,"Compares two tables by computing the index and frequency of each group, cumulative frequency, and the index of each record within its group",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-compare.htm&locale=en
SAS Visual Data Mining and Machine Learning,simple,correlation,Computes Pearson product-moment correlations.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-correlation.htm&locale=en
SAS Visual Data Mining and Machine Learning,simple,crossTab,Performs one-way or two-way tabulations,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-crosstab.htm&locale=en
SAS Visual Data Mining and Machine Learning,simple,distinct,Computes the distinct number of values of the variables in the variable list,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-distinct.htm&locale=en
SAS Visual Data Mining and Machine Learning,simple,freq,Generates a frequency distribution for one or more variables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-freq.htm&locale=en
SAS Visual Data Mining and Machine Learning,simple,groupBy,Builds BY groups in terms of the variable value combinations given the variables in the variable list,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-groupby.htm&locale=en
SAS Visual Data Mining and Machine Learning,simple,groupByInfo,"Computes the index and frequency of each group, and the index of each record within its group",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-groupbyinfo.htm&locale=en
SAS Visual Data Mining and Machine Learning,simple,mdSummary,Calculates multidimensional summaries of numeric variables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-mdsummary.htm&locale=en
SAS Visual Data Mining and Machine Learning,simple,numRows,Shows the number of rows in a Cloud Analytic Services table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-numrows.htm&locale=en
SAS Visual Data Mining and Machine Learning,simple,paraCoord,Generates a parallel coordinates plot of the variables in the variable list,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-paracoord.htm&locale=en
SAS Visual Data Mining and Machine Learning,simple,regression,Performs a linear regression up to 3rd-order polynomials,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-regression.htm&locale=en
SAS Visual Data Mining and Machine Learning,simple,summary,"Generates descriptive statistics of numeric variables such as the sample mean, sample variance, sample size, sum of squares, and so on",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-summary.htm&locale=en
SAS Visual Data Mining and Machine Learning,simple,topK,Returns the top-K and bottom-K distinct values of each variable included in the variable list based on a user-specified ranking order,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-topk.htm&locale=en
SAS Visual Data Mining and Machine Learning,sandwich,sparseReg,Fits sparse regression models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sandwich-sparsereg.htm&locale=en
SAS Visual Data Mining and Machine Learning,spc,boxChart,Produces box charts,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-boxchart.htm&locale=en
SAS Visual Data Mining and Machine Learning,spc,cChart,Produces c charts,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-cchart.htm&locale=en
SAS Visual Data Mining and Machine Learning,spc,irChart,Produces individual measurements and moving range charts,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-irchart.htm&locale=en
SAS Visual Data Mining and Machine Learning,spc,mChart,Produces charts of subgroup medians,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-mchart.htm&locale=en
SAS Visual Data Mining and Machine Learning,spc,mrChart,Produces charts of subgroup medians and ranges,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-mrchart.htm&locale=en
SAS Visual Data Mining and Machine Learning,spc,npChart,Produces np charts,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-npchart.htm&locale=en
SAS Visual Data Mining and Machine Learning,spc,pChart,Produces p charts,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-pchart.htm&locale=en
SAS Visual Data Mining and Machine Learning,spc,rChart,Produces charts of subgroup ranges,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-rchart.htm&locale=en
SAS Visual Data Mining and Machine Learning,spc,sChart,Produces charts of subgroup standard deviations,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-schart.htm&locale=en
SAS Visual Data Mining and Machine Learning,spc,uChart,Produces u charts,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-uchart.htm&locale=en
SAS Visual Data Mining and Machine Learning,spc,xChart,Produces charts of subgroup means,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-xchart.htm&locale=en
SAS Visual Data Mining and Machine Learning,spc,xrChart,Produces charts of subgroup means and ranges,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-xrchart.htm&locale=en
SAS Visual Data Mining and Machine Learning,spc,xsChart,Produces charts of subgroup means and standard deviations,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-xschart.htm&locale=en
SAS Visual Data Mining and Machine Learning,loadStreams,appendSnapshot,Append the current snapshot of a window to a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-loadstreams-appendsnapshot.htm&locale=en
SAS Visual Data Mining and Machine Learning,loadStreams,loadSnapshot,Load the current snapshot of a window to a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-loadstreams-loadsnapshot.htm&locale=en
SAS Visual Data Mining and Machine Learning,loadStreams,loadStream,Stream data from a window into a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-loadstreams-loadstream.htm&locale=en
SAS Visual Data Mining and Machine Learning,loadStreams,mMetaData,Get all model metadata for projects/queries/windows,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-loadstreams-mmetadata.htm&locale=en
SAS Visual Data Mining and Machine Learning,loadStreams,setConfigDir,One time set of ESP configuration directory,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-loadstreams-setconfigdir.htm&locale=en
SAS Visual Data Mining and Machine Learning,svDataDescription,svddTrain,Trains a support vector data description model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-svdatadescription-svddtrain.htm&locale=en
SAS Visual Data Mining and Machine Learning,svm,svmTrain,Provides actions for support vector machines,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-svm-svmtrain.htm&locale=en
SAS Visual Data Mining and Machine Learning,tSne,tSne,Performs t-distributed stochastic neighbor embedding,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-tsne-tsne.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,addCaslib,Adds a new caslib to enable access to a data source,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-addcaslib.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,addCaslibSubdir,Creates a subdirectory in an existing caslib,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-addcaslibsubdir.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,addTable,Add a table by sending it from the client to the server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-addtable.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,alterTable,"Rename tables, change labels and formats, drop columns",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-altertable.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,attribute,Manages extended table attributes,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-attribute.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,caslibInfo,Shows caslib information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-caslibinfo.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,columnInfo,Shows column information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-columninfo.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,deleteRows,Delete matching rows from table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-deleterows.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,deleteSource,Delete a table or file from a caslib's data source,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-deletesource.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,describeView,Returns results that can re-create view definition,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-describeview.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,dropCaslib,Drops a caslib,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-dropcaslib.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,dropTable,Drops a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-droptable.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,fetch,Fetches rows from a table or view,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-fetch.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,fileInfo,Lists the files in a caslib's data source,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-fileinfo.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,index,Create indexes on one or more table variables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-index.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,loadDataSource,Loads one or more data source interfaces,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-loaddatasource.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,loadTable,Loads a table from a caslib's data source,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-loadtable.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,partition,Partitions a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-partition.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,promote,Promote a table to global scope,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-promote.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,queryCaslib,Checks whether a caslib exists,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-querycaslib.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,recordCount,Shows the number of rows in a Cloud Analytic Services table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-recordcount.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,save,Saves a table to a caslib's data source,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-save.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,shuffle,Randomly shuffles a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-shuffle.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,tableDetails,Get detailed information about a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-tabledetails.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,tableExists,Checks whether a table has been loaded,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-tableexists.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,tableInfo,Shows information about a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-tableinfo.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,update,Updates rows in a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-update.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,upload,Transfers binary data to the server to create objects like tables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-upload.htm&locale=en
SAS Visual Data Mining and Machine Learning,table,view,Creates a view from files or tables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-table-view.htm&locale=en
SAS Visual Data Mining and Machine Learning,textMining,tmMine,"Combines the tpParse action, the tpAccumulate action, and SVD functionality into one action. Some parameters require a SAS Visual Text Analytics license or a SAS Visual Data Mining and Machine Learning license",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-textmining-tmmine.htm&locale=en
SAS Visual Data Mining and Machine Learning,textMining,tmScore,Generates the parent table and SVD projections from new textual data based on the results from previous training data. This action requires a SAS Visual Text Analytics license or a SAS Visual Data Mining and Machine Learning license,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-textmining-tmscore.htm&locale=en
SAS Visual Data Mining and Machine Learning,textMining,tmSvd,Computes the SVD factorization and generates topics. This action requires a SAS Visual Text Analytics license or a SAS Visual Data Mining and Machine Learning license,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-textmining-tmsvd.htm&locale=en
SAS Visual Data Mining and Machine Learning,transpose,transpose,"Create an output table by restructuring the values in a table, transposing data from input rows to output columns",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-transpose-transpose.htm&locale=en
SAS Visual Text Analytics,boolRule,brScore,Scores text data based on Boolean rules,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-boolrule-brscore.htm&locale=en
